datetime,language,question,answer,sources
2026-06-10 14:01:48,ru,"Для создания счет-фактуры в системе Faktura.uz выполните следующие шаги: Краткий ответ Создать счет-фактуру можно через вкладку ""Рабочий стол"" или через боковое меню системы, выбрав раздел ""Документы"" и соответствующий шаблон. После этого необходимо заполнить все обязательные поля, включая данные о покупателе, товарах/услугах, ответственных лицах, и сохранить документ. Что можно проверить 1. Начало создания: * Перейдите во вкладку ""Рабочий стол"" или * Откройте раздел ""Документы"" в боковом меню системы, затем выберите ""Создать документ"". * После нажатия на кнопку ""Счет-фактура"", выберите необходимый шаблон, например, ""Счет-фактура ФАРМ (ПКМ № 489)"". 2. Заполнение основных данных: * Укажите номер и дату счета-фактуры, а также данные договора. * По умолчанию тип счета-фактуры установлен как ""Стандартный"". Чтобы выбрать другой тип, нажмите на установленный по умолчанию вариант, после чего откроется список доступных типов. 3. Реквизиты покупателя: * В поле ""ИНН / ПИНФЛ покупателя"" введите ИНН или название организации. Остальные данные система заполнит автоматически. 4. Заполнение табличной части: * В поле ""ИКПУ и наименование товаров (работ, услуг)"" выберите необходимый идентификационный код товара (услуги). Если нужный код не отобразился, перейдите в раздел ""Настройки"", затем в ""ИКПУ коды"" и добавьте его. * Заполните поле ""Описание товаров (работ, услуг)"". * Выберите единицу измерения товара (услуги). * Выберите происхождение товара из списка (собственное производство, перепродажа, услуга, не участвую). Автоматический выбор происхождения можно настроить во вкладке ""Настройки"". * Чтобы добавить дополнительную строку в таблицу, нажмите на значок «+» или на кнопку «Добавить ещё». 5. Указание ответственных лиц: * После заполнения табличной части необходимо указать руководителя и главного бухгалтера организации. Их можно выбрать из списка добавленных сотрудников или ввести Ф. И. О. вручную. Автоматическое заполнение этих полей можно настроить в разделе «Настройки», затем в «Реестры». 6. Сохранение документа: * Для сохранения данных и создания счета-фактуры нажмите на кнопку «Создать документ» в правом нижнем углу. * Кнопка «Просмотр», расположенная рядом, позволяет увидеть, как будет выглядеть ваш документ после создания.","Здравствуйте! Вы хотели проверить ИНН, но в вашем сообщении не указан 9-значный ИНН. Пожалуйста, отправьте ИНН в формате из 9 цифр, чтобы я мог его проверить.",Faktura API: CheckCompanyExist
2026-06-10 17:04:14,ru,проверь инн 489043363,Проверил ИНН *489043363*. Компания с ИНН *489043363* *зарегистрирована* в Faktura.uz.,Faktura API: CheckCompanyExist/489043363
2026-06-10 17:11:54,ru,"Ошибка 'Sorry, no matching options' при выборе ЭРИ ключа во время регистрации","Здравствуйте! Ошибка ""Sorry, no matching options"" при выборе ЭЦП-ключа во время регистрации обычно указывает на то, что система не может обнаружить доступные сертификаты ЭЦП на вашем компьютере. * *Что можно проверить:* 1. *Доступность сертификата ЭЦП:* Убедитесь, что ваш электронный цифровой ключ (ЭЦП) подключен к компьютеру и сертификат доступен. 2. *Работу e-imzo:* Проверьте, что приложение *e-imzo* установлено на вашем компьютере и корректно работает. Оно необходимо для взаимодействия с вашей ЭЦП. 3. *Выбор сертификата:* На шаге выбора ЭЦП система должна предложить выбрать сертификат организации или физического лица с вашего компьютера. Если список пуст, это может быть связано с некорректной работой *e-imzo* или отсутствием ЭЦП. * *Если в базе нет точной инструкции:* В базе знаний нет отдельной инструкции по устранению этой конкретной ошибки, но процесс регистрации подразумевает выбор *сертификата электронной цифровой подписи (ЭЦП)* с вашего компьютера после подтверждения контактных данных. * *Источник / основание из базы:* Информация основана на пункте ""Шаг 5: Выбор ЭЦП и установка пароля"" из документа ""Регистрация в системе Faktura.uz"", а также на общей информации об использовании ЭЦП с *e-imzo* (SOURCE 2, SOURCE 3).",Выбор оператора электронного документооборота – WIKI FAKTURA.pdf; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; approved_case:manual_login_001; Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf; Счет-фактура ФАРМ(ПКМ № 489) – WIKI FAKTURA.pdf
2026-06-10 17:22:42,ru,при входе в аккаунт не появляется выбор ЭЦП,"AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.",approved_case:manual_login_001; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Согласование документов – WIKI FAKTURA.pdf; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf
2026-06-10 17:25:24,ru,при входе в аккаунт не появляется выбор ЭЦП,"Краткий ответ: Если при входе в аккаунт Faktura.uz не появляется выбор ЭЦП, это может быть связано с тем, что система не распознаёт ваш ЭЦП-сертификат или ваш аккаунт был зарегистрирован без необходимости входа через ЭЦП. Что можно проверить: * *Доступность и работу ЭЦП*: Убедитесь, что ваш сертификат ЭЦП (*электронной цифровой подписи*) доступен на компьютере (например, подключен USB-токен или файл сертификата находится в нужном месте). Также проверьте, что программа _e-imzo_ корректно установлена и работает на вашем компьютере, так как именно через неё система Faktura.uz взаимодействует с вашей ЭЦП. * *Метод регистрации аккаунта*: Вспомните, как вы регистрировали свой аккаунт. Если он был создан с использованием номера телефона или электронной почты (как описывается в процессе регистрации), то выбор ЭЦП для входа может не появляться, и вам нужно входить, используя эти данные и пароль. Если в базе нет точной инструкции: В нашей базе знаний нет точной инструкции, описывающей действия в ситуации, когда *не появляется выбор ЭЦП* при входе, но есть общие рекомендации по проверке работы ЭЦП при возникновении проблем со входом. Источник / основание из базы: _approved_case:manual_login_001_ и _Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf_.",approved_case:manual_login_001; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Согласование документов – WIKI FAKTURA.pdf; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf
2026-06-10 17:28:13,ru,При входе в аккаунт нету ЭЦП,"Здравствуйте! Если у вас возникли проблемы с входом в аккаунт из-за отсутствия ЭЦП, важно проверить несколько моментов. *Краткий ответ:* Если ЭЦП не отображается при входе, убедитесь, что ваш сертификат ЭЦП доступен на компьютере и корректно функционирует через e-imzo. *Что можно проверить:* 1. *Доступность сертификата ЭЦП:* Убедитесь, что сам сертификат электронной цифровой подписи (ЭЦП) установлен и доступен на вашем компьютере. 2. *Работоспособность e-imzo:* Проверьте, корректно ли работает ваша ЭЦП через программу e-imzo. Это можно сделать, запустив e-imzo отдельно и убедившись, что она видит ваш сертификат. Если e-imzo не видит ЭЦП, проблема может быть в самом сертификате или его установке. 3. *Выбор сертификата:* При входе в аккаунт, если система предлагает выбрать ЭЦП, внимательно выберите нужный сертификат организации или физического лица с вашего компьютера. *Основание из базы знаний:* Согласно нашей базе, при входе, связанном с ЭЦП, необходимо убедиться, что *сертификат ЭЦП доступен на компьютере и корректно работает через e-imzo* (SOURCE 1). Также, при регистрации, система предлагает *выбрать сертификат электронной цифровой подписи (ЭЦП)* с вашего компьютера и *ввести пароль от сертификата в окно e-imzo* (SOURCE 4).",approved_case:manual_login_001; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Согласование документов – WIKI FAKTURA.pdf; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf
2026-06-10 17:33:32,ru,При входе в аккаунт нету ЭЦП,"Если при входе в аккаунт у вас не отображается ЭЦП, в первую очередь убедитесь, что ваш сертификат ЭЦП доступен на компьютере и корректно работает через программу *e-imzo*. Что можно проверить: * *Доступность и работоспособность ЭЦП:* Убедитесь, что сертификат ЭЦП установлен на вашем компьютере и программа e-imzo функционирует правильно, чтобы система Faktura.uz могла его обнаружить. * *Общие шаги для входа:* Если проблема сохраняется, также проверьте правильность введенного номера телефона/электронной почты и пароля. * *Для сотрудников:* Если вы являетесь сотрудником, уточните, был ли ваш аккаунт добавлен администратором и активировали ли вы приглашение. В предоставленной базе знаний нет отдельной инструкции по ""сбросу"" ЭЦП или решению проблемы, если она не обнаруживается системой, кроме проверки её доступности и работы через *e-imzo*. _Основание: Источник 1 (manual_login_001), Источник 4 (Регистрация в системе Faktura.uz)_",approved_case:manual_login_001; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Согласование документов – WIKI FAKTURA.pdf; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf
2026-06-10 17:35:38,ru,При входе в аккаунт нету ЭЦП,"Здравствуйте! Если при входе в аккаунт Faktura.uz у вас не отображается ЭЦП, возможно, есть проблема с сертификатом или его доступностью на вашем компьютере. *Что можно проверить:* 1. *Доступность ЭЦП:* Убедитесь, что ваш сертификат ЭЦП (*электронной цифровой подписи*) доступен на компьютере. 2. *Работа e-imzo:* Проверьте, корректно ли работает программа e-imzo на вашем компьютере, так как она необходима для взаимодействия с ЭЦП. 3. *Регистрация/Привязка ЭЦП:* Если вы регистрировались недавно или используете ЭЦП впервые с этим аккаунтом, убедитесь, что сертификат ЭЦП был успешно выбран и привязан к вашему аккаунту Faktura.uz в процессе регистрации. Если эти шаги не помогут, и ЭЦП все равно не отображается, возможно, потребуется более детальная диагностика работы e-imzo или переустановка сертификата. В базе знаний нет отдельной детальной инструкции по устранению проблемы, когда ЭЦП не отображается при входе, но есть общие рекомендации по входу и работе с ЭЦП. *Источник / основание:* * _SOURCE 1: approved\_case:manual\_login\_001_ * _SOURCE 4: Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf_",approved_case:manual_login_001; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Согласование документов – WIKI FAKTURA.pdf; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf
2026-06-10 17:36:20,ru,"Не найдены ЭРИ ключи при регистрации Faktura.uz. Ошибка 'Sorry, no matching options.'","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.",approved_case:manual_login_001; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf; Доверенность(Роуминг) – WIKI FAKTURA.pdf
2026-06-10 17:39:32,ru,"Ошибка 'Sorry, no matching options' при выборе ЭЦП ключа на странице регистрации. Не могу выбрать ключ ЭЦП.","Краткий ответ: Ошибка *""Sorry, no matching options""* при выборе ЭЦП на странице регистрации обычно указывает на то, что система не может обнаружить доступные сертификаты электронной цифровой подписи на вашем компьютере. Что можно проверить: * Убедитесь, что ваш сертификат ЭЦП *доступен на компьютере* и не поврежден. * Проверьте, что программа _e-imzo_ *корректно работает* и может взаимодействовать с вашим ЭЦП. Иногда для этого требуется перезапуск программы или проверка её актуальности. * На этапе регистрации, после подтверждения контактных данных, система должна предложить *выбрать нужный сертификат* электронной цифровой подписи (ЭЦП) с вашего компьютера. Если список пуст или появляется данная ошибка, это означает проблему с обнаружением ЭЦП. Если в базе нет точной инструкции: В текущей базе знаний нет конкретной инструкции, которая бы описывала шаги по устранению именно ошибки *""Sorry, no matching options""* при выборе ЭЦП во время регистрации. Источник / основание из базы: * Процесс выбора ЭЦП при регистрации: *Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf*, Шаг 5. * Общие рекомендации по проверке работы ЭЦП: *approved_case:manual_login_001*.",approved_case:manual_login_001; Согласование документов – WIKI FAKTURA.pdf; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf
2026-06-10 17:40:34,ru,как создать акт доверенности,"Для создания электронной доверенности в системе Faktura.uz, следуйте этим шагам: * На основной странице системы нажмите на кнопку «*Доверенность*» * Или откройте раздел «*Документы*» в боковом меню системы, затем «*Создать документ*» и выберите из списка «*Доверенность*». * Выберите шаблон «*Доверенность (Роуминг)*». * После выбора шаблона откроется редактор, где вам нужно будет заполнить поля: * **Номер доверенности** * **Дата выдачи** * **Доверенность действительна до** (срок действия) * **ИНН / ПИНФЛ доверенного лица** (ФИО заполнится автоматически) *Что можно проверить:* Убедитесь, что вы находитесь на главной странице системы или в разделе ""Документы"", чтобы найти опцию ""Доверенность"" или ""Создать документ"". *Основание:* Информация взята из *SOURCE 1: Доверенность(Роуминг) – WIKI FAKTURA.pdf*, страница 1.",Доверенность(Роуминг) – WIKI FAKTURA.pdf; Согласование документов – WIKI FAKTURA.pdf
2026-06-10 17:41:45,ru,ИНН 303971562,Добрый день! По результатам проверки для ИНН *303971562*: *Компания с данным ИНН зарегистрирована в Faktura.uz.* _Детали ответа системы:_ *`Success`*: `True` – запрос выполнен успешно. *`Data.CompanyExist`*: `True` – компания найдена и зарегистрирована в Faktura.uz.,Faktura API: CheckCompanyExist/303971562
2026-06-10 17:47:30,ru,не могу отправить акт и счет-фактуру контрагенту,"AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.",Акт-сверки(Роуминг) – WIKI FAKTURA.pdf; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf; Доверенность(Роуминг) – WIKI FAKTURA.pdf
2026-06-10 17:48:42,ru,не могу отправить акт и счет-фактуру контрагенту,"Здравствуйте! Понимаю, что могут возникать сложности с отправкой документов. *Краткий ответ:* Для *счет-фактуры*, после создания документа, должна быть возможность отправить его контрагенту. Для *акта сверки*, в предоставленной базе знаний нет точной инструкции по его отправке. *Что можно проверить:* 1. *Для счет-фактуры:* * После создания счет-фактуры открывается окно с готовым документом. Убедитесь, что вы просмотрели документ. * Проверьте, есть ли там кнопки для *отправки на Согласование* или *подписания (ЭЦП ключом)*. Часто отправка становится доступной после подписания. * После этих шагов должна быть кнопка или функция *""отправить документ покупателю""*. 2. *Для обоих документов:* * Убедитесь, что все необходимые поля в документе заполнены корректно. * Документ должен быть сохранен. Для акта сверки это кнопка *""Сохранить""* в правом нижнем углу экрана. * Проверьте, нет ли на странице каких-либо ошибок или предупреждений, которые могли бы блокировать отправку. *Если в базе нет точной инструкции — честно напиши это:* В предоставленной базе знаний нет конкретной инструкции по отправке *акта сверки* контрагенту, только информация о его создании, редактировании и сохранении. *Источник / основание из базы, если возможно:* Для информации о счет-фактуре: *SOURCE 3* (раздел ""Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf"").",Акт-сверки(Роуминг) – WIKI FAKTURA.pdf; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf; Доверенность(Роуминг) – WIKI FAKTURA.pdf
2026-06-10 17:58:01,ru,при подписании счет-фактура не появляется ЭЦП,"AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.",approved_case:manual_login_001; Согласование документов – WIKI FAKTURA.pdf; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf
2026-06-10 18:07:19,ru,"Не удается выбрать ЭЦП ключ при регистрации на Faktura.uz. Что делать, если ЭЦП не отображается в списке?","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.",approved_case:manual_login_001; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Согласование документов – WIKI FAKTURA.pdf; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf; Доверенность(Роуминг) – WIKI FAKTURA.pdf
2026-06-10 22:06:18,ru,"Ошибка 'Sorry, no matching options' при выборе ЭЦП ключа на странице регистрации. Как зарегистрироваться с ЭЦП, если нет доступных ключей?","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.",approved_case:manual_login_001; Согласование документов – WIKI FAKTURA.pdf; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Доверенность(Роуминг) – WIKI FAKTURA.pdf
2026-06-10 22:25:27,ru,"я забыл свой пароль, как теперь войти в аккаунт","Если вы забыли свой пароль и не можете войти в аккаунт Faktura.uz, следуйте этим шагам для его восстановления: *Что можно проверить:* 1. *Перейдите на страницу входа:* Откройте веб-браузер и зайдите на сайт https://faktura.uz. На главной странице нажмите кнопку «*Войти*», расположенную в правом верхнем углу. 2. *Нажмите ""Забыли пароль?"":* На странице входа в систему найдите и нажмите на ссылку «*Забыли пароль?*» или аналогичную. 3. *Введите ваш email:* Вам будет предложено ввести адрес электронной почты, связанный с вашим аккаунтом. Введите его и отправьте запрос. 4. *Проверьте почту:* На указанный адрес электронной почты будет отправлено письмо с инструкциями по восстановлению пароля. Следуйте этим инструкциям. 5. *Создайте новый пароль:* После перехода по ссылке из письма вы сможете создать новый пароль для вашего аккаунта. Если доступ восстановить не удалось, пожалуйста, обратитесь в службу поддержки Faktura.uz. *Источник/основание из базы:* approved\_case:manual\_login\_001",approved_case:manual_login_001; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Согласование документов – WIKI FAKTURA.pdf
2026-06-12 11:30:15,ru,Faktura.uz вход по ЭЦП нет ключей,"AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.",approved_case:manual_login_001; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Согласование документов – WIKI FAKTURA.pdf; Доверенность(Роуминг) – WIKI FAKTURA.pdf
2026-06-12 11:32:58,ru,"Вот ответы на ваши вопросы: 1. **Что изображено?** На изображении показан экран ноутбука с открытой в браузере страницей входа в систему (авторизации) веб-сайта Faktura.uz. Пользователь выбрал авторизацию ""По ключу ЭЦП"" (электронной цифровой подписи), но система выдает ошибку: ""Sorry, no matching options."" (Извините, нет подходящих вариантов). Также видна часть клавиатуры ноутбука. 2. **Если есть текст — перепиши его дословно.** * **(Вкладки браузера)** Войти в систему * **(Адресная строка)** account.faktura.uz/Login?ReturnUrl=http%3a%2f%2faccount.faktura.uz%2f * **(Закладки)** Beepul - Agent, Войти в систему, Ucell, Vbi-Beelab, MY Online, Другие закладки * **(Шапка сайта)** Faktura.uz, (71) 200-00-13, Русский * **(Основной текст)** * Войти в систему * Выберите тип авторизации и заполните данные для входа в аккаунт * По логину * По ключу ЭЦП * Выберите ключ ЭЦП * Выберите * Sorry, no matching options. * Запомнить меня * Войти * Задат... (часть кнопки, вероятно ""Задать вопрос"") 3. **Какой вопрос пользователь скорее всего хочет задать?** ""Почему система не видит мой ключ ЭЦП и как решить эту проблему?"" или ""Как мне войти в Faktura.uz по ключу ЭЦП, если отображается ошибка 'Sorry, no matching options.'?""","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.",Выбор оператора электронного документооборота – WIKI FAKTURA.pdf; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf
2026-06-12 11:41:43,ru,неверный логин или пароль,"Для того чтобы получить информацию о ролях компании, мне нужен ее ИНН. Пожалуйста, отправьте мне *9-значный ИНН* компании.",Faktura API
2026-06-12 11:42:26,ru,489043363,"Вы указали номер *489043363*. В нашей базе знаний этот номер полностью не встречается. Однако часть *«489»* упоминается в названии документа *«Счет-фактура ФАРМ(ПКМ № 489)»*. *Что можно проверить:* Если ваш запрос связан со *«Счет-фактурой ФАРМ»* или документами, регулируемыми *«ПКМ № 489»*, уточните, пожалуйста, что именно вас интересует. В предоставленном контексте нет конкретной инструкции или информации, напрямую касающейся всего номера *489043363*. *Основание:* Информация о *«Счет-фактура ФАРМ(ПКМ № 489)»* найдена в SOURCE 4.",Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf; Счет-фактура ФАРМ(ПКМ № 489) – WIKI FAKTURA.pdf
2026-06-12 11:43:08,ru,Faktura.uz не найден ключ ЭЦП при входе,"AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.",approved_case:manual_login_001; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Доверенность(Роуминг) – WIKI FAKTURA.pdf; Согласование документов – WIKI FAKTURA.pdf
2026-06-12 11:43:37,ru,Не отображается ключ ЭЦП при входе,"Здравствуйте! Если у вас не отображается ключ ЭЦП при входе в Faktura.uz, это может быть связано с его доступностью или работой на вашем компьютере. *Краткий ответ:* Проверьте доступность и корректность работы вашего сертификата ЭЦП через e-imzo. *Что можно проверить:* 1. *Доступность сертификата ЭЦП:* Убедитесь, что ваш сертификат ЭЦП физически доступен на компьютере (например, вставлена флешка или токен, если он на внешнем носителе). 2. *Работа через e-imzo:* Проверьте, корректно ли работает ЭЦП через программу e-imzo. Это необходимо для того, чтобы система Faktura.uz могла распознать ваш ключ. *Если в базе нет точной инструкции — честно напиши это:* В базе знаний нет отдельной инструкции по устранению неполадок, когда ключ ЭЦП не отображается, но есть общие рекомендации по входу с ЭЦП. *Источник / основание из базы:* Информация основана на рекомендациях по входу в аккаунт, связанных с ЭЦП, из файла ""approved\_case:manual\_login\_001"" и упоминании e-imzo в ""Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf"".",approved_case:manual_login_001; Согласование документов – WIKI FAKTURA.pdf; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Доверенность(Роуминг) – WIKI FAKTURA.pdf
2026-06-14 15:04:34,ru,Проверь синхронизацию документов ИНН: 489043363 UID: 4f1e45d1df954fba98716a7fa578bedc,"Проверил статус документа с *UID* `4f1e45d1df954fba98716a7fa578bedc`. Текущий статус документа: *\""Ожидается ответ контрагента\""*. Это означает, что отправитель документа (ООО \""faktura-test\"" с ИНН: `30707870070036`) уже подписал его со своей стороны и отправил контрагенту (MIRZARAXIMOV BAXTIYOR KAMILJANOVICH с ИНН: `33103860250052`). Сейчас документ находится на рассмотрении у контрагента, который должен его просмотреть и подписать. *Контрагент документ пока не подписал.* Синхронизация статусов успешна, расхождений не обнаружено.",Faktura API: CheckDocumentSync/489043363/4f1e45d1df954fba98716a7fa578bedc
2026-06-14 15:06:16,uz,uid 6a27a9a53a20a1ebd8e74fa6 inn 308718167 fakturada korinmayapti korib berin,"*Mavjud maʼlumotlar bazasida fakturaning koʻrinmasligi yoki uni qanday tekshirish boʻyicha aniq koʻrsatma topilmadi.* Afsuski, fakturalarning koʻrinmasligi (UID: `6a27a9a53a20a1ebd8e74fa6`, INN: `308718167`) bilan bogʻliq muammoni hal qilish yoki fakturani qanday topish boʻyicha batafsil koʻrsatmalar bizning maʼlumotlar bazamizda mavjud emas. Shuning uchun, bu holatda sizga toʻgʻridan-toʻgʻri yordam bera olmayman.",Счет-фактура ФАРМ(ПКМ № 489) – WIKI FAKTURA.pdf; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf; Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf
2026-06-14 15:07:06,uz,uid 6a27a9a53a20a1ebd8e74fa6 inn 308718167,"Siz UID: `6a27a9a53a20a1ebd8e74fa6` va INN: `308718167` ma'lumotlarini taqdim etdingiz. *Kratkoy otvet:* Ushbu ma'lumotlarga asoslanib qanday yordam berishim kerakligini tushunmadim. Iltimos, Faktura.uz tizimi bo'yicha aniq savolingizni bering. *Nima tekshirish mumkin:* Sizdan quyidagi kabi savollar kutilmoqda: * Ro'yxatdan o'tish * Hisob-fakturalar yaratish yoki ko'rish * Shaxsiy kabinetga kirish * Parolni tiklash * E-TSQ bilan ishlash * Boshqa funksiyalar bo'yicha yordam *Agar bazada aniq ko'rsatma bo'lmasa:* Mening bilim bazamda taqdim etilgan UID va INN raqamlari orqali ma'lumotlarni qidirish yoki boshqa harakatlarni amalga oshirish bo'yicha aniq ko'rsatma mavjud emas. Savolingizni aniqroq bayon qilsangiz, mavjud ma'lumotlar asosida sizga yordam berishga harakat qilaman.",Товарно-транспортная накладная – WIKI FAKTURA.pdf; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf; Счет-фактура ФАРМ(ПКМ № 489) – WIKI FAKTURA.pdf; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf
2026-06-14 16:53:10,ru,Проверь синхронизацию документов uid 6a27a9a53a20a1ebd8e74fa6 inn 308718167,"Привет! 👋 _ИНН_ *308718167* успешно найден. 👍 Однако, для проверки синхронизации документов мне *необходимо получить UID документа*. Похоже, что он не был указан в запросе, который я получил. Пожалуйста, укажите *32-значный UID документа*. Его можно найти в Faktura.uz: откройте нужный документ, а затем скопируйте *UID* из адресной строки браузера (URL) или из карточки самого документа. Жду UID, чтобы продолжить!",Faktura API: CheckDocumentSync
2026-06-14 16:54:03,ru,Проверь синхронизацию документов UID: 6a27a9a53a20a1ebd8e74fa6 INN: 308718167,"Мы нашли компанию с ИНН *308718167*. Однако, для проверки синхронизации документа *не был указан UID документа*. Пожалуйста, добавьте *32-значный UID документа*. Его можно найти в Faktura.uz: откройте нужный документ и скопируйте UID из адресной строки браузера (URL) или из карточки документа.",Faktura API: CheckDocumentSync
2026-06-14 16:55:10,ru,Проверь синхронизацию документов ИНН: 489043363 UID: 414b5beaacdb4cd4a7f90424bc64f7e2,"По вашему запросу о документе *Дополнительное соглашение № 1 к договору ""Договор Субаренды №1-тест от 20.07.2023""* (UID: `414b5beaacdb4cd4a7f90424bc64f7e2`): Текущий статус документа: *Требуется подпись*. Это означает, что компания *OOO ""faktura-test""* (ИНН: `489043363`) уже подписала этот документ. Однако, документ еще ожидает подписи от компании *""DOCCO PARTNERS"" MCHJ* (ИНН: `307840120`).",Faktura API: CheckDocumentSync/489043363/414b5beaacdb4cd4a7f90424bc64f7e2
2026-06-14 17:04:24,ru,Проверь синхронизацию документов ИНН: 489043363 UID: 414b5beaacdb4cd4a7f90424bc64f7e2,"✅ *Синхронизация документов*: Статусы документа по UID *414b5beaacdb4cd4a7f90424bc64f7e2* совпадают. 📝 *Текущий статус документа*: *Требуется подпись*. 👉 Документ ""*Дополнительное соглашение № 1 к договору ""Договор Субаренды №1-тест от 20.07.2023""*"" *(UID: 414b5beaacdb4cd4a7f90424bc64f7e2)* уже *подписан вашей компанией OOO ""faktura-test""*. ⏳ Сейчас ожидается подпись от вашего контрагента — компании *""DOCCO PARTNERS"" MCHJ* (ИНН: 307840120).",Faktura API: CheckDocumentSync/489043363/414b5beaacdb4cd4a7f90424bc64f7e2
2026-06-16 13:19:08,ru,проблема со входом неверный логин или пароль,"Чтобы получить список *ролей компании*, пожалуйста, отправьте 9-значный *ИНН*.",Faktura API
2026-06-16 13:31:31,ru,Ошибка неверный логин или пароль при входе в систему,"Чтобы я мог предоставить список ролей компании, пожалуйста, отправьте ее ИНН в формате 9 цифр.",Faktura API
2026-06-16 14:06:46,ru,Ошибка входа Неверный логин или пароль Faktura.uz,"Чтобы получить информацию по компании и список ролей, мне нужен ИНН. Пожалуйста, отправьте 9-значный ИНН.",Faktura API
