case_id,datetime,language,question,approved_answer,category,source_type,source_id,status,notes
call_center_290,2026-06-19 23:05:33,ru,id inn shuni korib berila,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 290 Operator tez orada ulanadi. Siz so'ragan hujjatni quyidagi havola orqali ko'rib chiqishingiz mumkin: Qo'shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_290,approved,Imported from call center API
call_center_289,2026-06-19 23:05:33,ru,Ассалому алейкум ID:,"iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_289,approved,Imported from call center API
call_center_288,2026-06-19 23:05:33,ru,"Мижоз отказ килдим двотти , лекин бизада куринмаяпти , шуни куриб берила Korib bering Alooooo Iltimos tezlashtirib berila Куринмаган","Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 288 Operator tez orada ulanadi. any deskiz bormi? Soliqdagi ID sini olib bering Hozir any deskda edim biroz kutib turing Hujjatni ID sini yuvorib bering Teklshirib ko'ring Statusi ojidaet otvet kontragenta bolib turibti mana bu hujjat otkaz bolgan ekan . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_288,approved,Imported from call center API
call_center_287,2026-06-19 23:05:33,ru,assalomu aleykum faktura imzololmayapman faktura imzololmayapman,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 287 Operator tez orada ulanadi. Ассалому Алейкум яхшимисиз? Имзолашда кандай хатолик пайдо болйапти? . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_287,approved,Imported from call center API
call_center_286,2026-06-19 23:05:33,ru,"Оператор Мой ИНН Нет 5 шт входящих документов от инн Оператор Мой ИНН Нет 5 шт входящих документов от инн ID: -сумма 325 500 000,00 ID: - сумма 374 790 000,00 ID: -сумма 709 590 000,00 ID: - сумма 63 054 000,00 ID: - сумма 300 375 000,00 ID: - сумма 657 789 000,00","прошу предоставьте айди документов мы проведем быструю синхронизацию По вашему запросу направляем ссылку для просмотра документа: e8aa5f8993784227bcd584ad5d2a3eb0 d8bb81adfbaf47418417002a76a9a6fd c2432db9c0d34d62beebd93ba47ad6fb Если потребуется дополнительная консультация или возникнут вопросы, будем рады помочь. Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_286,approved,Imported from call center API
call_center_285,2026-06-19 23:05:33,ru,Aloqa sifatini yaxshilashilani soramoxcidim Antenayam omayapti yo kimgadr telefon qlomayapti Internet sfati juda pas ishlamayapti disam toriro boladi Nma u,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. ! Siz Faktura.uz qo'llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo'lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo'lsa, botdan foydalanish bo'yicha yo'riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so'raymiz. Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!",call_center,call_center,call_center_285,approved,Imported from call center API
call_center_283,2026-06-19 23:05:33,ru,Latipov Салом хам ага нима булган курию беринглар Kamol Kalitni yangilagandan keyin shunaqa xatolik chiqmoqda nimadan Узбек тили,"Siz Faktura.uz qo'llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo'lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo'lsa, botdan foydalanish bo'yicha yo'riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so'raymiz. Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!",call_center,call_center,call_center_283,approved,Imported from call center API
call_center_281,2026-06-19 23:05:33,ru,Оператор Оператор ID: НЕТУ ФАКТУРЫ НА ВАШЕМ САЙТЕ Оператор ID: ЭТОТ ТОЖЕ НЕ ВИДНО,"По вашему запросу направляем ссылку для просмотра документа: Если потребуется дополнительная консультация или возникнут вопросы, будем рады помочь. По вашему запросу направляем ссылку для просмотра документа: Если потребуется дополнительная консультация или возникнут вопросы, будем рады помочь. простите за ожидание",call_center,call_center,call_center_281,approved,Imported from call center API
call_center_279,2026-06-19 23:05:33,ru,Moliyaviy masala ПУЛ ТУШМАЯПТИ ПЕЙМИДАН ПУЛ ТАШОМАЯПМАН ДЕПОЗИТИЛАРГА ЯНА КАЙСИ ИЛОВАДАН УТАДИ СЧЕТ ТАШАНГ БАНК ОРКАЛИ ТАШЕМАН ПЕЙМИ ИШЛАБ КЕТТИ РАХМАТ КАТТА,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 279 Operator tez orada ulanadi. Нма йордам беролиман сизга Пейми Колл центирига телефон килиб коринг Пейми и банк оркали толасез болади Мана образетс Сог болинг саломат болиг . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_279,approved,Imported from call center API
call_center_276,2026-06-19 23:05:33,ru,Shu buyicha kelgan faktura kurinmayapdi Kelgan faktura kurinmayapdi,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 276 Operator tez orada ulanadi. Дакумент ИД сини беролисизми . Сиздан жавоб олмаганим сабабли суҳбатимизни ҳозирча якунлайман. Қўшимча саволларингиз ёки ёрдам керак бўлса, исталган вақт мурожаат қилишингиз мумкин. Эътиборингиз учун раҳмат, яхши кун тилайман! . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_276,approved,Imported from call center API
call_center_275,2026-06-19 23:05:33,ru,docType=facturas&type=buyer Pharma Pharma счет-фактура - фактура уз. га утмаган счет-фактура - фактура уз. га утмаган ?docType=facturas&type=buyer ?docType=facturas&type=buyer ?docType=facturas&type=buyer,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 275 Operator tez orada ulanadi. Дакумент ИДсини ташаберолисизми Текшириб коринг Бошка саволариз йокми Siz so'ragan hujjatni quyidagi havola orqali ko'rib chiqishingiz mumkin: Qo'shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_275,approved,Imported from call center API
call_center_274,2026-06-19 23:05:33,ru,ID: Фактура куринмаяпти,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 274 Operator tez orada ulanadi. Siz so'ragan hujjatni quyidagi havola orqali ko'rib chiqishingiz mumkin: Qo'shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. xizmat sifatini baxolab qoying",call_center,call_center,call_center_274,approved,Imported from call center API
call_center_271,2026-06-19 23:05:33,ru,нет не отправляется мы позвонили знакомым у них тоже такая же проблема включила тут по новой набить или свои отправить в черновикеах льготы нет не дает во всех авиакссах такая проблема именно по международным направлениям местные ушли все с\ф Старый сай в солике перебрасывает на солик 3 появился переход на старую версию сайте может изза этого не синхронизируется оттуда уходят все с\ф Elvira_team avia Олеся вот вся загрузка с 1 с выгружается у нас в фактура уз и оттуда отправляем все с\ф ошибка все та же к кому можно обратиться за решением этой проблемы ??,"Можете включит any desk попробуйте отправить документ Новый создайте Отправьте скриншот пж Спасибо я сообщу нашим специалистам Значит проблема со стороны роуминга Да может быт и сегодня последний день подписание документов Попробуйте, пожалуйста, войти в свой личный кабинет Soliq и отправить документ оттуда Попробовали отправить тот документ? Значит проблема со стороны роуминга Обратитесь в налоговую службу Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_271,approved,Imported from call center API
call_center_270,2026-06-19 23:05:33,ru,"ID: шу ""фактура.уз""да куринмаяпти","Siz Faktura.uz qo'llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo'lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo'lsa, botdan foydalanish bo'yicha yo'riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so'raymiz. Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!",call_center,call_center,call_center_270,approved,Imported from call center API
call_center_269,2026-06-19 23:05:33,ru,ушбу фактурани кирим килиш керак Ассалому алайкум! шунака Рахмат булди,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 269 Operator tez orada ulanadi. Дакументиз Фактура уз сайтида корин майаптими Текшириб коринг Бошка саволариз йокми Фактура уз бойича . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_269,approved,Imported from call center API
call_center_268,2026-06-19 23:05:33,ru,"счет фактурада ок 131 счет фактурачи? Йук, просто подписать килиб булмаяпти йук де 10 минутда Карашворинг илтимос Айланиб турипти Кечадан бери шу ахвол Яратдим Куринг Курдизми Яна айланиб турипти Ручной тулдирдим Ок хозир телефон буп колди тулдириб кураман","assalomu aleykum ispravlenniy yoki dopolnitelniy jonatmoxchi bogan dokumentiz ikinchi tomondan hali qabul qlinmagan Ikki tomondan qabul qlingandan keyin jonatsez boladi unisidayam huddi shunaqa hatolikmi? nmadur oshibka bervotimi? anydesk berolisizmi? hop ulanvoman shu dokumentizi boshidan yaratib jonatib korin boshidan ruchnoy toldirib chiqib keyin jonatin 11 47da yaratilgan dokument boshidan qlin hozir hop . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_268,approved,Imported from call center API
call_center_267,2026-06-19 23:05:33,ru,Kluchni kormayapti nima qilsak boladi Ha 1972406493 Nima boldi 1972406493 Ok,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 267 Operator tez orada ulanadi. Anydesk беролисизми Кирвоман . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_267,approved,Imported from call center API
call_center_265,2026-06-19 23:05:33,ru,янги ташкилотни кушиб булмаяпти,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 265 Operator tez orada ulanadi. Anydesk беролисизми . Сиздан жавоб олмаганим сабабли суҳбатимизни ҳозирча якунлайман. Қўшимча саволларингиз ёки ёрдам керак бўлса, исталган вақт мурожаат қилишингиз мумкин. Эътиборингиз учун раҳмат, яхши кун тилайман! . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_265,approved,Imported from call center API
call_center_264,2026-06-19 23:05:33,ru,"данные правильно ввела не подписывается ИНН Валидация объекта ""Roadway"": Валидация данных автотранспортного средства: Неправильное значение в поле ""Государственный регистрационный номер транспортного средства"": 01 H 331 GB там данные правильно введены, но ошибку такую выдаёт ?editFirst=1&isRead=0&isReadAgent=0& ?type=buyer Ошибка в системе","здравствуйте выберите номер авто заново из списка и попробуйте отправить заново Siz so'ragan hujjatni quyidagi havola orqali ko'rib chiqishingiz mumkin: Qo'shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz.",call_center,call_center,call_center_264,approved,Imported from call center API
call_center_262,2026-06-19 23:05:33,ru,"Русский Доброе утро! (инн. 300 477 972 )не просаживается в фактура.уз эсф HUDUDGAZTA'MINOT № -102293 от 31.05.2026 , помогите пожалуйста.","Мы заметили, что вы не завершили создание заявки в службе поддержки Faktura.uz. Надеемся, что ваш вопрос был успешно решен. Если проблема все еще актуальна, просим вас ознакомиться с инструкцией по работе с ботом и повторно создать обращение. Благодарим за использование наших сервисов и желаем вам успешной работы!",call_center,call_center,call_center_262,approved,Imported from call center API
call_center_261,2026-06-19 23:05:33,ru,ассалом .. шунака хатолик беряпти фактур имзолашда шунака хатолик,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 261 Operator tez orada ulanadi. assalomu aleykum bu oshibka rouming tomonidan birozdan song imzolab korin xizmat sifatini baxolab qoying,call_center,call_center,call_center_261,approved,Imported from call center API
call_center_260,2026-06-19 23:05:33,ru,Uztelecomdan faktura kegan imzololmadik Uztelecom dan faktura kelgan imzololmadik 6309090,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 260 Operator tez orada ulanadi. assalomu aleykum nma hatolik bervoti imzolavotkanizda? birozdan song imzolab koring bu oshibka rouming tomonidan . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_260,approved,Imported from call center API
call_center_259,2026-06-19 23:05:33,ru,salom 32504921060019 Sertifikatni ko'rmayapti bor katta rahmat yo'q rahmat,"с 9:00 до 18:00. Просим вас обратиться по номеру +998998261406 . . : . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 259 Operator tez orada ulanadi. any deskiz bormi Hop sog' bo'ling menga boshqa savollariz bo'lmasa chatni yopaman . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_259,approved,Imported from call center API
call_center_257,2026-06-19 23:05:33,ru,регистрация қилиб бўлмаяпти. ключни ўқимаяпти. регистрация бўлишга ёрдам беринг регистрация қилиб бўлмаяпти. ключни ўқимаяпти. регистрация бўлишга ёрдам беринг Moliyaviy masala,"Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. ! Siz Faktura.uz qo'llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo'lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo'lsa, botdan foydalanish bo'yicha yo'riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so'raymiz. Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!",call_center,call_center,call_center_257,approved,Imported from call center API
call_center_256,2026-06-19 23:05:33,ru,Assalomu aleykum shu fakturani korintirib beringlar INN,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 256 Operator tez orada ulanadi. Siz so'ragan hujjatni quyidagi havola orqali ko'rib chiqishingiz mumkin: Qo'shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. xizmat sifatini baxolab qoying",call_center,call_center,call_center_256,approved,Imported from call center API
call_center_254,2026-06-19 23:05:33,ru,Шу роуминг ИД сидаги фактуралар. Фактура уз сайтида куринмаяпти. Шуни куринтириб беринглар Шу роуминг ИД сидаги фактуралар. Фактура уз сайтида куринмаяпти. Шуни куринтириб беринглар,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 254 Operator tez orada ulanadi. Siz so'ragan hujjatni quyidagi havola orqali ko'rib chiqishingiz mumkin: Qo'shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. xizmat sifatini baxolab qoying",call_center,call_center,call_center_254,approved,Imported from call center API
call_center_251,2026-06-19 23:05:33,ru,фактура жўнатиб бўлмаяпди Azamat ха очиладим олдин жўнатган фактураларим чиқиш хужжатларида кўринмаяпди қораламадагифактураларни ўзгантириш қилиб қайта жўнатсам бўладими мен жўнатганларим хаммаси жундай бўлиб қолган Для товара с ИКПУ 10716001001000000 использована недопустимая упаковка (код: 1495343). Для этого ИКПУ допустимы следующие упаковки: 'услуга (сум)' (код: 1495342) Azamat Для товара с ИКПУ 10716001001000000 использована недопустимая упаковка (код: 1495343). Для этого ИКПУ допустимы следующие упаковки: 'услуга (сум)' (код: 1495342) май қилиб жўнатсам жундай чиқяпди илтимос жавоб берворинг Ha 1 554 633 338,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 251 Operator tez orada ulanadi. Бу апрелги дакументизми Агар апрелди дакументиз боса хозр жонатомисиз доступ йопилган Ушани май ойи килиб жонатсез болади пакат ертагача Бошка саволариз йокми Anydesk беролисизми Узилиб колди Кабул кворин . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_251,approved,Imported from call center API
call_center_250,2026-06-19 23:05:33,ru,Шу роуминг ИД сидаги фактуралар. Фактура уз сайтида куринмаяпти. Шуни куринтириб беринглар,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 250 Operator tez orada ulanadi. Siz so'ragan hujjatni quyidagi havola orqali ko'rib chiqishingiz mumkin: Qo'shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. Siz so'ragan hujjatni quyidagi havola orqali ko'rib chiqishingiz mumkin: Qo'shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. xizmat sifatini baxolab qoying",call_center,call_center,call_center_250,approved,Imported from call center API
call_center_249,2026-06-19 23:05:33,ru,Ойлик тўловни қила олмаяпман Moliyaviy masala пеймидан тшлов қилиб бўлмаяпти шундан тўлов қилиб бўлмаяпти Xushaniki ха албатта кўп тўлаганман 3 йилдан буён пейми компниядан сўраб кўринглар нима бўлаяпти ёки ишлаб гетгунча фактруга подпись қилиш учун очиб туринглар ИНН,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 249 Operator tez orada ulanadi. paymeni mobil ilovasidan tolov qilishiz mumkin Mobil prilojeniyada tolovlar bolimida faktura deb qidirvosizmi? Birozdan keyin yana qayta urinib koring tolov o'tishi kerak Bizda bunday vakolatimiz yo'q Bo'lib o'tkazib ko'ring MEnga boshqa savollariz bolmasa chatni yopaman,call_center,call_center,call_center_249,approved,Imported from call center API
call_center_248,2026-06-19 23:05:33,ru,"При отправке сч.ф. с льготой 100261 выходит ошибка, либо та что на скрине, либо что название льготы не верное. Льготный оборот стал считать после запятой 3-4 цифры, возможно из за этого не отправляются сч.ф. Зачем менять всё время эти льготы если срок у них до 01.01.2027г. Было название на русском языке, теперь сделали на узбекском и все теперь не можем с льготой отправить сч.ф. причем проблема только с этим кодом льготы 100261","Наблюдаются неполадки на стороне Роумингового оператора (my.soliq.uz) , мы со своей стороны передали ошибку, исправляют, проверьте чуть позже.",call_center,call_center,call_center_248,approved,Imported from call center API
call_center_246,2026-06-19 23:05:33,ru,Murojat holatini tekshirish Rahmat,"Bu bo'lim ishlab chiqilmoqda! . : . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 246 Operator tez orada ulanadi. Текшириб коринг . , iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi.",call_center,call_center,call_center_246,approved,Imported from call center API
call_center_245,2026-06-19 23:05:33,ru,Marg'ilon Auto Savdo S АССАЛАМУ АЛАЙКУМ ФАКТУРА ПОДПИСАТЬ КИЛИБ БОЛМАЯПТИ,"Siz Faktura.uz qo'llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo'lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo'lsa, botdan foydalanish bo'yicha yo'riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so'raymiz. Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!",call_center,call_center,call_center_245,approved,Imported from call center API
call_center_244,2026-06-19 23:05:33,ru,Ошибка в системе Ошибка в системе Ошибка в системе ID входящего ЭСФ:,"По вашему запросу направляем ссылку для просмотра документа: Если потребуется дополнительная консультация или возникнут вопросы, будем рады помочь. Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!",call_center,call_center,call_center_244,approved,Imported from call center API
call_center_243,2026-06-19 23:05:33,ru,ключ укимаяпти программа 2 ключ укимаяпти 940 514 562 качон уланасиз качон алокага чикасиз,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 243 Operator tez orada ulanadi. Добрый день, прошу можете предоставить данные эни деск чтобы я смог подключиться и помочь в решение данной проблемы Хозир уланвомман",call_center,call_center,call_center_243,approved,Imported from call center API
call_center_242,2026-06-19 23:05:33,ru,"Здравствуйте! Не можем пройти регистрацию При регистрации нужно подтвердить ИНН через ЭЦП, но ЭЦП не видит система. В других сайтах ЭЦП работает 943 889 582 Кажется исправили уже... работает да, спасибо!","Добрый день, прошу можете предоставить данные эни деск чтобы я смог подключиться и помочь в решение данной проблемы Все заработала? Ключи видны? Если потребуется дополнительная консультация или возникнут вопросы, будем рады помочь.",call_center,call_center,call_center_242,approved,Imported from call center API
call_center_241,2026-06-19 23:05:33,ru,Xozicha bo'ldi rahmat,Ассалому Алейкум хужжатни шу линк оркали текшириб коришингиз мумкун Яна кандай саволингизга йордам беролиман? Murojatingiz uchun raxmat iltimos xizmat sifatiga baxo berishingizni so'rayman,call_center,call_center,call_center_241,approved,Imported from call center API
call_center_240,2026-06-19 23:05:33,ru,"данная с/ф не отображается (не синхронизируется) с нашей программой 1с ИНН: Добрый день Документ появился в фактура уз, но в нашей программе 1С его так и нет До этого ваши специалисты проверяли, и после этого все исправлялось Ошибка в системе Ошибка в системе",Проверти пожалуйста Ваш документ попал в фактура уз 1С программистам скажите они проверит Смотрите я только оператор специалист в Фактура уз У вас должен бит 1С программист У вас больше нет вопросов про Фактура уз?,call_center,call_center,call_center_240,approved,Imported from call center API
call_center_238,2026-06-19 23:05:33,ru,Assalomu aleykum shu fakturani korintirib beringlar INN,"Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 238 Operator tez orada ulanadi. Assalomu aleykum, hujjatni pastdagi link orqali tekshirib ko'rsangiz bo'ladi. Yana savollaringiz bormi hurmatli foydalanuvchi? Javob bermaganligiz sababli muloqatni tugataman. Murojatingiz uchun raxmat Xizmat sifatini baxolashingizni so'rayman",call_center,call_center,call_center_238,approved,Imported from call center API
call_center_236,2026-06-19 23:05:33,ru,id inn fakturada korinmayapti korib berin yoq rahmay,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 236 Operator tez orada ulanadi. Menga boshqa savollariz yo'qmi? Murojatingiz uchun raxmat. Xizmat sifatini boxalashni unutmang,call_center,call_center,call_center_236,approved,Imported from call center API
call_center_234,2026-06-19 23:05:33,ru,Ассалому алейкум фактура куринмади куринди рахмат,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 234 Operator tez orada ulanadi.,call_center,call_center,call_center_234,approved,Imported from call center API
call_center_231,2026-06-19 23:05:33,ru,Шу роуминг ИД сидаги фактура. Фактура уз сайтида куринмаяпти. Шуни куринтириб беринглар,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 231 Operator tez orada ulanadi. Menga boshqa savollariz yo'qmi?,call_center,call_center,call_center_231,approved,Imported from call center API
call_center_230,2026-06-19 23:05:33,ru,ID документа ( Didox.uz ): ID документа ( Rouming.uz ): Murojat holatini tekshirish ID документа ( Didox.uz ): ID документа ( Rouming.uz ): ID документа ( Didox.uz ): ID документа ( Rouming.uz ): ID документа ( Didox.uz ): ID документа ( Rouming.uz ): Хозирча йук,"Bu bo'lim ishlab chiqilmoqda! . : . Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 230 Operator tez orada ulanadi. MEnga boshqa savollariz yo'qmi? Рахмат катткон, хизматни бахолашингизни сораб коламиз",call_center,call_center,call_center_230,approved,Imported from call center API
call_center_229,2026-06-19 23:05:33,ru,Ёкдим Анидеск Оддий вай фай Хааа Точка доступ ёкдим Озиз кириб.берин Ман киромиямман Чикмаяпти кк Galaxy чикиш кере Бошка йодде Хозир оглимникини ёктираман точкасини Очириб ёкдим Iphone Имронбек точка доступ ёктирдим Наргиза Хозир оглимникини ёктираман точкасини Точка доступ ишламаяпти Хоп ман точка доступ дан харакат киб кори Ишлаб.кетса этвораман Провайдердан бовотганакан точка кирсе ишлавотти Комнетга тел килишим кереми,wifi mobilniy ishlatvosizmi yoki korparativniymi? provayder comnetmi? mobilniy tochka dostupani yoqib kirib korolisizmi? qaysi biri sizniki boshqa wifiga ulansa boladimi? tochka dostupani ochirib boshidan yoqin chiqmayapti boshqa telefondan yoqolisizmi? comnet provayderiz tomonidan blok qvotide saytni boshqa wifi orqali qsez ishlidi hop Ha gaplashib koring Boshqa savollariz bolmasa chatni yakunlayman,call_center,call_center,call_center_229,approved,Imported from call center API
call_center_228,2026-06-19 23:05:33,ru,"Оценка для оператора 5, для самой системы 2","Мы заметили, что вы не завершили создание заявки в службе поддержки Faktura.uz. Надеемся, что ваш вопрос был успешно решен. Если проблема все еще актуальна, просим вас ознакомиться с инструкцией по работе с ботом и повторно создать обращение. Благодарим за использование наших сервисов и желаем вам успешной работы!",call_center,call_center,call_center_228,approved,Imported from call center API
call_center_227,2026-06-19 23:05:33,ru,ID: ID: ID: Faktura Support (fakturauzsupportbot) Menga boshqa savollariz yo'qmi? Rahmat yoq,Murojatingiz uchun raxmat rahmat! So'rov raqamingiz: 227 Operator tez orada ulanadi. Assalou alaykum Menga boshqa savollariz yo'qmi?,call_center,call_center,call_center_227,approved,Imported from call center API
call_center_226,2026-06-19 23:05:33,ru,Фактура 200 536 617 Не удается получить доступ к сайту,здравствуйте попробуйте заново app.faktura.uz если не получится очистите cash файли и попробуйте еще раз,call_center,call_center,call_center_226,approved,Imported from call center API
