"case_id","datetime","language","question","bot_answer","sources","status","reason","admin_answer","notes"
"case_20260610_172524_773702","2026-06-10 17:25:24","ru","при входе в аккаунт не появляется выбор ЭЦП","Краткий ответ:
Если при входе в аккаунт Faktura.uz не появляется выбор ЭЦП, это может быть связано с тем, что система не распознаёт ваш ЭЦП-сертификат или ваш аккаунт был зарегистрирован без необходимости входа через ЭЦП.

Что можно проверить:
*   *Доступность и работу ЭЦП*: Убедитесь, что ваш сертификат ЭЦП (*электронной цифровой подписи*) доступен на компьютере (например, подключен USB-токен или файл сертификата находится в нужном месте). Также проверьте, что программа _e-imzo_ корректно установлена и работает на вашем компьютере, так как именно через неё система Faktura.uz взаимодействует с вашей ЭЦП.
*   *Метод регистрации аккаунта*: Вспомните, как вы регистрировали свой аккаунт. Если он был создан с использованием номера телефона или электронной почты (как описывается в процессе регистрации), то выбор ЭЦП для входа может не появляться, и вам нужно входить, используя эти данные и пароль.

Если в базе нет точной инструкции:
В нашей базе знаний нет точной инструкции, описывающей действия в ситуации, когда *не появляется выбор ЭЦП* при входе, но есть общие рекомендации по проверке работы ЭЦП при возникновении проблем со входом.

Источник / основание из базы:
_approved_case:manual_login_001_ и _Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf_.","approved_case:manual_login_001 | distance = 3.853058099746704; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.555817127227783; Согласование документов – WIKI FAKTURA.pdf | distance = 7.865276336669922; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 8.363083839416504; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf | distance = 8.515691757202148","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_172813_090843","2026-06-10 17:28:13","ru","При входе в аккаунт нету ЭЦП","Здравствуйте! Если у вас возникли проблемы с входом в аккаунт из-за отсутствия ЭЦП, важно проверить несколько моментов.

*Краткий ответ:*
Если ЭЦП не отображается при входе, убедитесь, что ваш сертификат ЭЦП доступен на компьютере и корректно функционирует через e-imzo.

*Что можно проверить:*
1.  *Доступность сертификата ЭЦП:* Убедитесь, что сам сертификат электронной цифровой подписи (ЭЦП) установлен и доступен на вашем компьютере.
2.  *Работоспособность e-imzo:* Проверьте, корректно ли работает ваша ЭЦП через программу e-imzo. Это можно сделать, запустив e-imzo отдельно и убедившись, что она видит ваш сертификат. Если e-imzo не видит ЭЦП, проблема может быть в самом сертификате или его установке.
3.  *Выбор сертификата:* При входе в аккаунт, если система предлагает выбрать ЭЦП, внимательно выберите нужный сертификат организации или физического лица с вашего компьютера.

*Основание из базы знаний:*
Согласно нашей базе, при входе, связанном с ЭЦП, необходимо убедиться, что *сертификат ЭЦП доступен на компьютере и корректно работает через e-imzo* (SOURCE 1). Также, при регистрации, система предлагает *выбрать сертификат электронной цифровой подписи (ЭЦП)* с вашего компьютера и *ввести пароль от сертификата в окно e-imzo* (SOURCE 4).","approved_case:manual_login_001 | distance = 4.209479808807373; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.358713626861572; Согласование документов – WIKI FAKTURA.pdf | distance = 7.546868801116943; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 8.534845352172852; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf | distance = 8.813553810119629","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_173332_552729","2026-06-10 17:33:32","ru","При входе в аккаунт нету ЭЦП","Если при входе в аккаунт у вас не отображается ЭЦП, в первую очередь убедитесь, что ваш сертификат ЭЦП доступен на компьютере и корректно работает через программу *e-imzo*.

Что можно проверить:
*   *Доступность и работоспособность ЭЦП:* Убедитесь, что сертификат ЭЦП установлен на вашем компьютере и программа e-imzo функционирует правильно, чтобы система Faktura.uz могла его обнаружить.
*   *Общие шаги для входа:* Если проблема сохраняется, также проверьте правильность введенного номера телефона/электронной почты и пароля.
*   *Для сотрудников:* Если вы являетесь сотрудником, уточните, был ли ваш аккаунт добавлен администратором и активировали ли вы приглашение.

В предоставленной базе знаний нет отдельной инструкции по ""сбросу"" ЭЦП или решению проблемы, если она не обнаруживается системой, кроме проверки её доступности и работы через *e-imzo*.

_Основание: Источник 1 (manual_login_001), Источник 4 (Регистрация в системе Faktura.uz)_","approved_case:manual_login_001 | distance = 4.209479808807373; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.358713626861572; Согласование документов – WIKI FAKTURA.pdf | distance = 7.546868801116943; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 8.534845352172852; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf | distance = 8.813553810119629","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_173538_205113","2026-06-10 17:35:38","ru","При входе в аккаунт нету ЭЦП","Здравствуйте! Если при входе в аккаунт Faktura.uz у вас не отображается ЭЦП, возможно, есть проблема с сертификатом или его доступностью на вашем компьютере.

*Что можно проверить:*
1.  *Доступность ЭЦП:* Убедитесь, что ваш сертификат ЭЦП (*электронной цифровой подписи*) доступен на компьютере.
2.  *Работа e-imzo:* Проверьте, корректно ли работает программа e-imzo на вашем компьютере, так как она необходима для взаимодействия с ЭЦП.
3.  *Регистрация/Привязка ЭЦП:* Если вы регистрировались недавно или используете ЭЦП впервые с этим аккаунтом, убедитесь, что сертификат ЭЦП был успешно выбран и привязан к вашему аккаунту Faktura.uz в процессе регистрации.

Если эти шаги не помогут, и ЭЦП все равно не отображается, возможно, потребуется более детальная диагностика работы e-imzo или переустановка сертификата.

В базе знаний нет отдельной детальной инструкции по устранению проблемы, когда ЭЦП не отображается при входе, но есть общие рекомендации по входу и работе с ЭЦП.

*Источник / основание:*
*   _SOURCE 1: approved\_case:manual\_login\_001_
*   _SOURCE 4: Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf_","approved_case:manual_login_001 | distance = 4.209479808807373; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.358713626861572; Согласование документов – WIKI FAKTURA.pdf | distance = 7.546868801116943; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 8.534845352172852; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf | distance = 8.813553810119629","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_173620_464443","2026-06-10 17:36:20","ru","Не найдены ЭРИ ключи при регистрации Faktura.uz. Ошибка 'Sorry, no matching options.'","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","approved_case:manual_login_001 | distance = 9.94295597076416; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 10.888506889343262; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf | distance = 11.159842491149902; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 11.630823135375977; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 12.482342720031738","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_173932_377323","2026-06-10 17:39:32","ru","Ошибка 'Sorry, no matching options' при выборе ЭЦП ключа на странице регистрации. Не могу выбрать ключ ЭЦП.","Краткий ответ:
Ошибка *""Sorry, no matching options""* при выборе ЭЦП на странице регистрации обычно указывает на то, что система не может обнаружить доступные сертификаты электронной цифровой подписи на вашем компьютере.

Что можно проверить:
*   Убедитесь, что ваш сертификат ЭЦП *доступен на компьютере* и не поврежден.
*   Проверьте, что программа _e-imzo_ *корректно работает* и может взаимодействовать с вашим ЭЦП. Иногда для этого требуется перезапуск программы или проверка её актуальности.
*   На этапе регистрации, после подтверждения контактных данных, система должна предложить *выбрать нужный сертификат* электронной цифровой подписи (ЭЦП) с вашего компьютера. Если список пуст или появляется данная ошибка, это означает проблему с обнаружением ЭЦП.

Если в базе нет точной инструкции:
В текущей базе знаний нет конкретной инструкции, которая бы описывала шаги по устранению именно ошибки *""Sorry, no matching options""* при выборе ЭЦП во время регистрации.

Источник / основание из базы:
*   Процесс выбора ЭЦП при регистрации: *Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf*, Шаг 5.
*   Общие рекомендации по проверке работы ЭЦП: *approved_case:manual_login_001*.","approved_case:manual_login_001 | distance = 9.365737915039062; Согласование документов – WIKI FAKTURA.pdf | distance = 10.058625221252441; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 10.12948989868164; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf | distance = 10.237837791442871; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 10.824419021606445","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_174034_851807","2026-06-10 17:40:34","ru","как создать акт доверенности","Для создания электронной доверенности в системе Faktura.uz, следуйте этим шагам:

*   На основной странице системы нажмите на кнопку «*Доверенность*»
*   Или откройте раздел «*Документы*» в боковом меню системы, затем «*Создать документ*» и выберите из списка «*Доверенность*».
*   Выберите шаблон «*Доверенность (Роуминг)*».
*   После выбора шаблона откроется редактор, где вам нужно будет заполнить поля:
    *   **Номер доверенности**
    *   **Дата выдачи**
    *   **Доверенность действительна до** (срок действия)
    *   **ИНН / ПИНФЛ доверенного лица** (ФИО заполнится автоматически)

*Что можно проверить:*
Убедитесь, что вы находитесь на главной странице системы или в разделе ""Документы"", чтобы найти опцию ""Доверенность"" или ""Создать документ"".

*Основание:*
Информация взята из *SOURCE 1: Доверенность(Роуминг) – WIKI FAKTURA.pdf*, страница 1.","Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 8.368330001831055; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 8.703378677368164; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 9.475944519042969; Согласование документов – WIKI FAKTURA.pdf | distance = 9.734115600585938; Согласование документов – WIKI FAKTURA.pdf | distance = 10.078054428100586","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_174730_063180","2026-06-10 17:47:30","ru","не могу отправить акт и счет-фактуру контрагенту","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 8.7562837600708; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 9.253474235534668; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 9.800354957580566; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 9.834379196166992; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 9.931879997253418","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_174842_543722","2026-06-10 17:48:42","ru","не могу отправить акт и счет-фактуру контрагенту","Здравствуйте!

Понимаю, что могут возникать сложности с отправкой документов.

*Краткий ответ:*
Для *счет-фактуры*, после создания документа, должна быть возможность отправить его контрагенту. Для *акта сверки*, в предоставленной базе знаний нет точной инструкции по его отправке.

*Что можно проверить:*
1.  *Для счет-фактуры:*
    *   После создания счет-фактуры открывается окно с готовым документом. Убедитесь, что вы просмотрели документ.
    *   Проверьте, есть ли там кнопки для *отправки на Согласование* или *подписания (ЭЦП ключом)*. Часто отправка становится доступной после подписания.
    *   После этих шагов должна быть кнопка или функция *""отправить документ покупателю""*.
2.  *Для обоих документов:*
    *   Убедитесь, что все необходимые поля в документе заполнены корректно.
    *   Документ должен быть сохранен. Для акта сверки это кнопка *""Сохранить""* в правом нижнем углу экрана.
    *   Проверьте, нет ли на странице каких-либо ошибок или предупреждений, которые могли бы блокировать отправку.

*Если в базе нет точной инструкции — честно напиши это:*
В предоставленной базе знаний нет конкретной инструкции по отправке *акта сверки* контрагенту, только информация о его создании, редактировании и сохранении.

*Источник / основание из базы, если возможно:*
Для информации о счет-фактуре: *SOURCE 3* (раздел ""Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf"").","Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 8.7562837600708; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 9.253474235534668; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 9.800354957580566; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 9.834379196166992; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 9.931879997253418","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_175801_583595","2026-06-10 17:58:01","ru","при подписании счет-фактура не появляется ЭЦП","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","approved_case:manual_login_001 | distance = 7.511396884918213; Согласование документов – WIKI FAKTURA.pdf | distance = 7.680063247680664; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 8.63659954071045; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 8.818619728088379; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 8.866106033325195","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_180719_813309","2026-06-10 18:07:19","ru","Не удается выбрать ЭЦП ключ при регистрации на Faktura.uz. Что делать, если ЭЦП не отображается в списке?","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","approved_case:manual_login_001 | distance = 5.650207996368408; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 6.1350932121276855; Согласование документов – WIKI FAKTURA.pdf | distance = 6.912397384643555; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf | distance = 7.149552822113037; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 7.251715660095215","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_220618_558628","2026-06-10 22:06:18","ru","Ошибка 'Sorry, no matching options' при выборе ЭЦП ключа на странице регистрации. Как зарегистрироваться с ЭЦП, если нет доступных ключей?","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","approved_case:manual_login_001 | distance = 7.638100624084473; Согласование документов – WIKI FAKTURA.pdf | distance = 8.581241607666016; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 9.197443008422852; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 9.239286422729492; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 9.787826538085938","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260610_222527_814348","2026-06-10 22:25:27","ru","я забыл свой пароль, как теперь войти в аккаунт","Если вы забыли свой пароль и не можете войти в аккаунт Faktura.uz, следуйте этим шагам для его восстановления:

*Что можно проверить:*
1.  *Перейдите на страницу входа:* Откройте веб-браузер и зайдите на сайт https://faktura.uz. На главной странице нажмите кнопку «*Войти*», расположенную в правом верхнем углу.
2.  *Нажмите ""Забыли пароль?"":* На странице входа в систему найдите и нажмите на ссылку «*Забыли пароль?*» или аналогичную.
3.  *Введите ваш email:* Вам будет предложено ввести адрес электронной почты, связанный с вашим аккаунтом. Введите его и отправьте запрос.
4.  *Проверьте почту:* На указанный адрес электронной почты будет отправлено письмо с инструкциями по восстановлению пароля. Следуйте этим инструкциям.
5.  *Создайте новый пароль:* После перехода по ссылке из письма вы сможете создать новый пароль для вашего аккаунта.

Если доступ восстановить не удалось, пожалуйста, обратитесь в службу поддержки Faktura.uz.

*Источник/основание из базы:* approved\_case:manual\_login\_001","approved_case:manual_login_001 | distance = 5.636786460876465; approved_case:manual_login_001 | distance = 8.153549194335938; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 9.818309783935547; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 11.866778373718262; Согласование документов – WIKI FAKTURA.pdf | distance = 12.144270896911621","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260612_113015_735210","2026-06-12 11:30:15","ru","Faktura.uz вход по ЭЦП нет ключей","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","approved_case:manual_login_001 | distance = 2.984841823577881; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 5.9436140060424805; Согласование документов – WIKI FAKTURA.pdf | distance = 7.334357261657715; approved_case:manual_login_001 | distance = 7.369754314422607; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 7.814826011657715","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260612_113258_197429","2026-06-12 11:32:58","ru","Вот ответы на ваши вопросы:

1.  **Что изображено?**
    На изображении показан экран ноутбука с открытой в браузере страницей входа в систему (авторизации) веб-сайта Faktura.uz. Пользователь выбрал авторизацию ""По ключу ЭЦП"" (электронной цифровой подписи), но система выдает ошибку: ""Sorry, no matching options."" (Извините, нет подходящих вариантов). Также видна часть клавиатуры ноутбука.

2.  **Если есть текст — перепиши его дословно.**
    *   **(Вкладки браузера)** Войти в систему
    *   **(Адресная строка)** account.faktura.uz/Login?ReturnUrl=http%3a%2f%2faccount.faktura.uz%2f
    *   **(Закладки)** Beepul - Agent, Войти в систему, Ucell, Vbi-Beelab, MY Online, Другие закладки
    *   **(Шапка сайта)** Faktura.uz, (71) 200-00-13, Русский
    *   **(Основной текст)**
        *   Войти в систему
        *   Выберите тип авторизации и заполните данные для входа в аккаунт
        *   По логину
        *   По ключу ЭЦП
        *   Выберите ключ ЭЦП
        *   Выберите
        *   Sorry, no matching options.
        *   Запомнить меня
        *   Войти
        *   Задат... (часть кнопки, вероятно ""Задать вопрос"")

3.  **Какой вопрос пользователь скорее всего хочет задать?**
    ""Почему система не видит мой ключ ЭЦП и как решить эту проблему?"" или ""Как мне войти в Faktura.uz по ключу ЭЦП, если отображается ошибка 'Sorry, no matching options.'?""","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","Выбор оператора электронного документооборота – WIKI FAKTURA.pdf | distance = 4.574772357940674; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 5.9823503494262695; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 6.105494499206543; Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 6.182608604431152; Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 6.423210620880127","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260612_114226_389929","2026-06-12 11:42:26","ru","489043363","Вы указали номер *489043363*.

В нашей базе знаний этот номер полностью не встречается. Однако часть *«489»* упоминается в названии документа *«Счет-фактура ФАРМ(ПКМ № 489)»*.

*Что можно проверить:*
Если ваш запрос связан со *«Счет-фактурой ФАРМ»* или документами, регулируемыми *«ПКМ № 489»*, уточните, пожалуйста, что именно вас интересует.

В предоставленном контексте нет конкретной инструкции или информации, напрямую касающейся всего номера *489043363*.

*Основание:* Информация о *«Счет-фактура ФАРМ(ПКМ № 489)»* найдена в SOURCE 4.","Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 17.627761840820312; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 18.56463623046875; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 18.72855567932129; Счет-фактура ФАРМ(ПКМ № 489) – WIKI FAKTURA.pdf | distance = 18.985872268676758; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 19.507530212402344","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260612_114308_417004","2026-06-12 11:43:08","ru","Faktura.uz не найден ключ ЭЦП при входе","AI-модель временно недоступна из-за высокой нагрузки. Пожалуйста, попробуйте повторить запрос позже.","approved_case:manual_login_001 | distance = 3.2919633388519287; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 6.024216651916504; approved_case:manual_login_001 | distance = 7.413268566131592; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 7.535676956176758; Согласование документов – WIKI FAKTURA.pdf | distance = 7.595179080963135","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260612_114337_006311","2026-06-12 11:43:37","ru","Не отображается ключ ЭЦП при входе","Здравствуйте! Если у вас не отображается ключ ЭЦП при входе в Faktura.uz, это может быть связано с его доступностью или работой на вашем компьютере.

*Краткий ответ:*
Проверьте доступность и корректность работы вашего сертификата ЭЦП через e-imzo.

*Что можно проверить:*
1.  *Доступность сертификата ЭЦП:* Убедитесь, что ваш сертификат ЭЦП физически доступен на компьютере (например, вставлена флешка или токен, если он на внешнем носителе).
2.  *Работа через e-imzo:* Проверьте, корректно ли работает ЭЦП через программу e-imzo. Это необходимо для того, чтобы система Faktura.uz могла распознать ваш ключ.

*Если в базе нет точной инструкции — честно напиши это:*
В базе знаний нет отдельной инструкции по устранению неполадок, когда ключ ЭЦП не отображается, но есть общие рекомендации по входу с ЭЦП.

*Источник / основание из базы:*
Информация основана на рекомендациях по входу в аккаунт, связанных с ЭЦП, из файла ""approved\_case:manual\_login\_001"" и упоминании e-imzo в ""Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf"".","approved_case:manual_login_001 | distance = 4.816911697387695; Согласование документов – WIKI FAKTURA.pdf | distance = 8.198930740356445; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 8.61603832244873; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 9.202377319335938; Доверенность(Роуминг) – WIKI FAKTURA.pdf | distance = 9.40452766418457","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260614_150616_457281","2026-06-14 15:06:16","uz","uid 6a27a9a53a20a1ebd8e74fa6

inn 308718167

fakturada korinmayapti korib berin","*Mavjud maʼlumotlar bazasida fakturaning koʻrinmasligi yoki uni qanday tekshirish boʻyicha aniq koʻrsatma topilmadi.*

Afsuski, fakturalarning koʻrinmasligi (UID: `6a27a9a53a20a1ebd8e74fa6`, INN: `308718167`) bilan bogʻliq muammoni hal qilish yoki fakturani qanday topish boʻyicha batafsil koʻrsatmalar bizning maʼlumotlar bazamizda mavjud emas. Shuning uchun, bu holatda sizga toʻgʻridan-toʻgʻri yordam bera olmayman.","Счет-фактура ФАРМ(ПКМ № 489) – WIKI FAKTURA.pdf | distance = 6.657578945159912; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 6.671975135803223; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 7.053763389587402; Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 7.095946311950684; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.576754093170166","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260614_150706_588612","2026-06-14 15:07:06","uz","uid 6a27a9a53a20a1ebd8e74fa6

inn 308718167","Siz UID: `6a27a9a53a20a1ebd8e74fa6` va INN: `308718167` ma'lumotlarini taqdim etdingiz.

*Kratkoy otvet:*
Ushbu ma'lumotlarga asoslanib qanday yordam berishim kerakligini tushunmadim. Iltimos, Faktura.uz tizimi bo'yicha aniq savolingizni bering.

*Nima tekshirish mumkin:*
Sizdan quyidagi kabi savollar kutilmoqda:
*   Ro'yxatdan o'tish
*   Hisob-fakturalar yaratish yoki ko'rish
*   Shaxsiy kabinetga kirish
*   Parolni tiklash
*   E-TSQ bilan ishlash
*   Boshqa funksiyalar bo'yicha yordam

*Agar bazada aniq ko'rsatma bo'lmasa:*
Mening bilim bazamda taqdim etilgan UID va INN raqamlari orqali ma'lumotlarni qidirish yoki boshqa harakatlarni amalga oshirish bo'yicha aniq ko'rsatma mavjud emas. Savolingizni aniqroq bayon qilsangiz, mavjud ma'lumotlar asosida sizga yordam berishga harakat qilaman.","Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 21.227210998535156; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 21.396121978759766; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 21.595495223999023; Счет-фактура ФАРМ(ПКМ № 489) – WIKI FAKTURA.pdf | distance = 22.093578338623047; Выбор оператора электронного документооборота – WIKI FAKTURA.pdf | distance = 22.128583908081055","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260618_104104_328106","2026-06-18 10:41:04","ru","как войти в аккаунт","Если у вас возникли трудности со входом в аккаунт Faktura.uz, попробуйте следующее:

*   *Проверьте корректность введенных данных*: Убедитесь, что вы правильно вводите номер телефона или адрес электронной почты, а также пароль.
*   *Если вход связан с ЭЦП*: Проверьте, доступен ли сертификат ЭЦП на вашем компьютере и корректно ли он работает через e-imzo.
*   *Если вы сотрудник*: Уточните, был ли вы добавлен администратором в систему и активировали ли вы приглашение.

Если эти шаги не помогли, возможно, потребуется сбросить пароль:
1.  На главной странице нажмите кнопку _""Войдите""_ (она расположена в правом верхнем углу).
2.  На странице входа найдите ссылку _""Забыли пароль?""_ или аналогичную и нажмите на нее.
3.  Введите адрес электронной почты, который связан с вашим аккаунтом, и отправьте запрос.
4.  Проверьте свою электронную почту. Вам будет отправлено письмо с инструкциями по восстановлению пароля. Следуйте этим инструкциям.
5.  По ссылке из письма вы сможете создать новый пароль для вашего аккаунта.

Если восстановить доступ не удалось, обратитесь в поддержку Faktura.uz по телефону: 📞 *+998 71 200 00 13*.

*   Источник: SOURCE 1, SOURCE 3","approved_case:manual_login_001 | distance = 4.521193981170654; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 7.1351728439331055; approved_case:manual_login_001 | distance = 8.540674209594727; Согласование документов – WIKI FAKTURA.pdf | distance = 8.976272583007812; Регистрация в системе Faktura.uz – WIKI FAKTURA.pdf | distance = 9.00132942199707","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260618_110030_031489","2026-06-18 11:00:30","ru","📊 Статистика","В предоставленной базе знаний нет информации или инструкций относительно раздела *«Статистика»*.","Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 18.262222290039062; Согласование документов – WIKI FAKTURA.pdf | distance = 18.578203201293945; Товарно-транспортная накладная – WIKI FAKTURA.pdf | distance = 19.00238609313965; Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 19.01961898803711; Массовая рассылка – WIKI FAKTURA.pdf | distance = 19.255136489868164","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
"case_20260618_110043_706271","2026-06-18 11:00:43","ru","add_qa","К сожалению, в моей базе знаний нет информации или инструкции по запросу `add_qa`.","Счет-фактура (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 21.296831130981445; Счет-фактура ФАРМ(ПКМ № 489) – WIKI FAKTURA.pdf | distance = 21.442697525024414; Акт-сверки(Роуминг) – WIKI FAKTURA.pdf | distance = 22.32129669189453; Филиалы – WIKI FAKTURA.pdf | distance = 22.712238311767578; Счет-фактура акциз (ПКМ № 489) – WIKI FAKTURA.pdf | distance = 22.747562408447266","needs_review","weak_source_distance","","Auto-saved by bot_engine because answer/context/source quality is weak."
